1	1495	634	40045	3455.185406237967	42	17	4947871
2	3268	775	40012	3442.2746037596758	39	53	22689760
3	3370	775	39673	3440.305194805195	36	44	15183090
4	1938	675	39374	3457.070237830629	39	16	4277466
5	2300	446	39199	3458.9201382223077	42	17	5117211
6	4098	558	38878	3455.6142275148854	57	22	11522132
7	578	1772	37927	3459.0652561247216	39	15	4468032
8	3923	188	37461	3456.236063857629	36	14	3088573
9	2263	704	37293	3454.1118508655127	39	15	3646743
10	1424	2089	37091	3455.778629747959	69	27	15573241
11	4033	1456	36399	3454.718592964824	57	20	8126930
12	1654	966	36257	3452.663610165051	36	14	3069707
13	4400	1312	36108	3453.56106431853	42	17	4906561
14	2312	2132	35956	3458.130025125628	57	25	13874237
15	4330	1365	35886	3457.9494764397905	36	14	3336104
16	3373	894	35634	3457.8953395167755	54	15	3394179
17	3845	2278	34675	3453.886684073107	36	15	3430313
18	844	208	32324	3458.2001334222814	39	15	3388906
19	4315	577	30896	3459.097138554217	30	12	2022377
20	465	1598	28854	3451.424438902743	36	13	1525871
21	1561	1932	27721	3460.922936259143	36	12	1988783
22	2821	973	26957	3452.404347826087	21	13	1254550
23	288	1798	25690	3457.048752834467	30	12	2142727
24	1091	2385	25417	3454.515483383686	30	12	1979570
25	2431	360	25258	3454.720097280566	39	15	2924651
26	2721	973	24233	3441.436046511628	21	17	1999413
27	3297	2260	23928	3458.9759633727585	84	29	10207038
28	3597	365	21303	3461.109100445843	36	22	5543042
29	4222	583	21187	3457.5625872498836	27	11	1571451
30	2335	905	20927	3430.349538977368	27	22	2986016
31	3206	855	20825	3460.563136072371	30	12	1831461
32	1741	684	19020	3457.447678018576	33	12	1829131
33	500	1011	17876	3460.092010602045	30	13	2083761
34	2356	668	16693	3460.0706648070664	27	11	1479757
35	1781	1414	16246	3453.803899406612	57	23	4470905
36	1688	1001	15666	3447.8772748483434	27	11	1469553
37	1653	1931	15647	3456.30993456276	24	10	1223179
38	2334	1284	15357	3457.1928358208957	24	10	1200256
39	1638	234	14803	3449.8871794871793	27	11	1470157
40	359	1449	13155	3428.4807133969307	48	39	6260639
41	2513	391	12709	3452.389517569982	24	10	1131959
42	3540	518	12496	3453.361474435196	24	10	1123270
43	3716	405	12214	3457.902079395085	30	18	3470226
44	2868	1445	12100	3441.241494329553	36	128	91021284
45	829	1868	11394	3453.159949622166	33	14	2417087
46	2591	1029	11297	3446.9623430962342	27	12	1550743
47	3333	555	11295	3456.103980986334	24	10	1087764
48	1175	574	11024	3453.2414563323655	39	16	3024371
49	2231	905	10834	3436.9261363636365	15	10	581788
50	3240	1815	10369	3455.331840238895	30	11	1276320
51	4211	348	10103	3453.265163297045	21	9	850037
52	1555	2055	9919	3453.109375	21	9	857972
53	2322	1005	9840	3457.8151326053044	21	9	866245
54	2862	2078	9736	3455.174961119751	21	9	839793
55	477	1445	9665	3421.482603815937	27	15	1379580
56	2277	2298	9584	3459.581842405786	42	17	3170650
57	3541	1445	9561	3446.1918976545844	27	72	28901356
58	3620	2154	9362	3445.647470817121	21	9	824230
59	940	208	9331	3455.3640167364015	24	10	1091124
60	4419	600	9251	3446.04662004662	21	9	824803
61	3660	2321	9181	3458.4485683987273	18	8	646583
62	3216	776	9007	3428.5272727272727	12	14	1017891
63	428	1038	8911	3429.460332103321	27	23	5567724
64	1422	909	8559	3451.4451361867705	21	9	830454
65	3850	603	8346	3448.9945652173915	21	9	809502
66	314	1051	8287	3426.5729166666665	15	34	11694354
67	314	1701	8121	3427.7426470588234	12	19	3599345
68	3936	501	8101	3449.3431677018634	21	9	801572
69	314	1681	8098	3407.019230769231	9	3	51481
70	2567	1447	7840	3454.1403141361257	24	9	567705
71	3976	2280	7788	3445.5015906680806	18	8	614469
72	1296	520	7477	3447.7367601246106	21	9	804966
73	610	1312	7460	3459.1213063763607	21	9	812114
74	2737	1445	7431	3431.5638766519824	30	58	15785618
75	1803	1106	7415	3460.4968220338983	18	8	623296
76	4406	1855	7347	3451.7233368532206	18	8	609417
77	3295	1913	7222	3448.159409020218	21	9	775098
78	410	1445	7163	3458.779527559055	9	5	119185
79	3522	1663	7075	3453.2513576415827	21	9	765468
80	3170	232	6815	3454.7521186440677	18	8	609370
81	562	1445	6770	3421.090163934426	30	44	13206324
82	3251	2218	6752	3457.693838076817	51	19	3896087
83	2408	1919	6736	3458.416842105263	18	8	593153
84	2376	794	6723	3453.873953488372	27	12	1468709
85	3413	774	6435	3429.6484375	9	5	112372
86	2660	1344	6425	3454.6512050932242	27	12	1401109
87	2288	2131	6424	3459.818493150685	18	4	68800
88	3423	844	6361	3453.696650357546	30	12	1447398
89	1706	1998	6354	3441.1927966101694	18	8	585320
90	2697	1132	6338	3459.4449056603776	30	14	2028752
91	3096	896	6337	3460.3621964097147	18	8	591757
92	2866	1662	6328	3456.8855865921787	39	16	2748614
93	3353	640	6277	3453.9313775080086	45	18	3599075
94	839	258	6239	3459.057620817844	27	12	1455853
95	422	2340	6128	3453.5549836218997	27	12	1551210
96	4160	2304	6124	3447.66015037594	15	7	448912
97	500	1292	6116	3457.7025114962858	45	20	4408213
98	1764	1880	6083	3458.375939849624	15	7	454282
99	1667	2077	6080	3443.566878980892	18	8	581540
100	2696	1310	6071	3453.4375	18	8	582204
101	772	1445	6037	3423.0476190476193	24	49	17079618
102	717	1445	6016	3420.679626749611	24	19	1442720
